Barrido/Distancia,10,20,30,40,50
1,2.5215,1.3883,0.9354,0.6963,0.5412
2,2.5218,1.3881,0.9326,0.7022,0.5414
3,2.5231,1.3883,0.9319,0.7022,0.5471
4,2.524,1.3881,0.9349,0.7023,0.545
5,2.5396,1.3886,0.9347,0.7027,0.5418
6,2.5405,1.3888,0.9349,0.7038,0.5522
7,2.5415,1.3883,0.9345,0.7162,0.5593
8,2.541,1.3882,0.9352,0.704,0.5503
9,2.5409,1.3894,0.9353,0.7025,0.5478
10,2.5405,1.3891,0.9353,0.7026,0.5451
